x	y
22486	12815
22250	12952
22487	13087
22251	13224
22488	13359
22252	13496
22488	13631
22252	13767
22489	13903
22253	14039
22490	14174
22254	14311
22491	14446
22255	14583
22492	14718
22256	14855
22493	14990
22257	15127
22494	15262
22258	15399
22495	15534
22258	15670
22495	15806
22259	15942
22496	16077
22260	16214
22497	16349
22261	16486
22498	16621
22262	16758
22499	16893
22263	17030
22500	17165
22264	17301
22501	17437
22265	17573
22501	17708
22265	17845
22502	17980
22266	18117
22503	18252
22267	18389
22504	18524
22268	18661
22505	18796
22269	18932
22506	19068
22270	19204
22507	19339
22271	19476
22507	19611
22271	19748
22508	19883
22272	20020
22509	20155
22273	20292
22510	20427
22274	20563
22511	20699
22275	20835
22512	20970
22276	21107
22513	21242
22277	21379
22514	21514
22277	21651
22514	21786
22278	21923
22515	22058
22279	22194
22516	22330
22280	22466
22517	22602
22281	22738
22518	22873
22282	23010
22519	23145
22283	23282
22520	23417
22284	23554
22520	23689
22284	23826
22521	23961
22285	24097
22522	24233
22286	24369
22523	24504
22287	24641
22524	24776
22288	24913
22525	25048
22289	25185
22526	25320
22290	25457
22527	25592
22290	25728
22527	25864
22291	26000
22528	26135
22292	26272
22529	26407
22293	26544
22530	26679
22294	26816
22531	26951
22295	27088
22532	27223
22296	27359
22533	27495
22297	27631
22533	27766
22297	27903
22534	28038
22298	28175
22535	28310
22299	28447
22536	28582
22300	28719
22537	28854
22301	28990
22538	29126
22302	29262
22539	29397
